comment,sentiment,Unnamed: 2,tokens
e kithy jawan e,positive,,"['e', 'kithy', 'jawan', 'e']"
apne unke pas ja,negative,,"['apne', 'unke', 'pas', 'ja']"
un kay to pas e ote,negative,,"['un', 'kay', 'to', 'pas', 'e', 'ote']"
aur pas chli ja,negative,,"['aur', 'pas', 'chli', 'ja']"
andr chle jaun us kay,negative,,"['andr', 'chle', 'jaun', 'us', 'kay']"
ye sae rahe ga,negative,,"['ye', 'sae', 'rahe', 'ga']"
mjha koi shak ni isma,negative,,"['mjha', 'koi', 'shak', 'ni', 'isma']"
dil pe mat lena p,negative,,"['dil', 'pe', 'mat', 'lena', 'p']"
par tum main tu hai na larkiyo wali,negative,,"['par', 'tum', 'main', 'tu', 'hai', 'na', 'larkiyo', 'wali']"
uzma bandri tu nay jis sence may kaha mjy smjh lag gai bandrii,negative,,"['uzma', 'bandri', 'tu', 'nay', 'jis', 'sence', 'may', 'kaha', 'mjy', 'smjh', 'lag', 'gai', 'bandrii']"
lanat tery p hint tou dy,negative,,"['lanat', 'tery', 'p', 'hint', 'tou', 'dy']"
mera roza hai d or main roza rakh kay jhoot nae bolta v v v v v v v,positive,,"['mera', 'roza', 'hai', 'd', 'or', 'main', 'roza', 'rakh', 'kay', 'jhoot', 'nae', 'bolta', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
usama teri wajah se mujhe jhoot bolna pr raha he ke tu naha ta he,negative,,"['usama', 'teri', 'wajah', 'se', 'mujhe', 'jhoot', 'bolna', 'pr', 'raha', 'he', 'ke', 'tu', 'naha', 'ta', 'he']"
allah ka suhkar aj say hamesha ka lea zindagi bhar load shaiding khatam,positive,,"['allah', 'ka', 'suhkar', 'aj', 'say', 'hamesha', 'ka', 'lea', 'zindagi', 'bhar', 'load', 'shaiding', 'khatam']"
aj karachi main bohut sardi haan,negative,,"['aj', 'karachi', 'main', 'bohut', 'sardi', 'haan']"
aj karachi main barish hui,positive,,"['aj', 'karachi', 'main', 'barish', 'hui']"
gf mil gayi tere bhai ko,positive,,"['gf', 'mil', 'gayi', 'tere', 'bhai', 'ko']"
boht pyari shughar or seedhi larki haii,positive,,"['boht', 'pyari', 'shughar', 'or', 'seedhi', 'larki', 'haii']"
meri dost masoom hai,positive,,"['meri', 'dost', 'masoom', 'hai']"
tum piyari ho,positive,,"['tum', 'piyari', 'ho']"
or sab se shreef or masoom hain,positive,,"['or', 'sab', 'se', 'shreef', 'or', 'masoom', 'hain']"
bhatak rahay hain,negative,,"['bhatak', 'rahay', 'hain']"
fairg hain issy liyay,negative,,"['fairg', 'hain', 'issy', 'liyay']"
apky bhatakny ki waja,negative,,"['apky', 'bhatakny', 'ki', 'waja']"
q kay hm dhoty nh he,negative,,"['q', 'kay', 'hm', 'dhoty', 'nh', 'he']"
phr tissuw se saaf,negative,,"['phr', 'tissuw', 'se', 'saaf']"
iska name kia haan original he is too dashing,positive,,"['iska', 'name', 'kia', 'haan', 'original', 'he', 'is', 'too', 'dashing']"
yeh medet owsom hai bhai,positive,,"['yeh', 'medet', 'owsom', 'hai', 'bhai']"
pegam rasa abulla tumhry pass waqt bht kam hy,negative,,"['pegam', 'rasa', 'abulla', 'tumhry', 'pass', 'waqt', 'bht', 'kam', 'hy']"
oh yes jis ne face pe aata mala hoa hota hai haina,negative,,"['oh', 'yes', 'jis', 'ne', 'face', 'pe', 'aata', 'mala', 'hoa', 'hota', 'hai', 'haina']"
kisi larki kay sat selfie lana tum hay maut ki yad dilata hay,negative,,"['kisi', 'larki', 'kay', 'sat', 'selfie', 'lana', 'tum', 'hay', 'maut', 'ki', 'yad', 'dilata', 'hay']"
new episode nhi arhi q,negative,,"['new', 'episode', 'nhi', 'arhi', 'q']"
aa abdullah allah ka khof kr wrna qayamat kay dn boht skht azab aay ga,negative,,"['aa', 'abdullah', 'allah', 'ka', 'khof', 'kr', 'wrna', 'qayamat', 'kay', 'dn', 'boht', 'skht', 'azab', 'aay', 'ga']"
dro abdullah allah kay azab se dro beshk wo hr cheese pr khbr rkhny wala haan,negative,,"['dro', 'abdullah', 'allah', 'kay', 'azab', 'se', 'dro', 'beshk', 'wo', 'hr', 'cheese', 'pr', 'khbr', 'rkhny', 'wala', 'haan']"
my fv darama is jesa drama koi nhi shukria unka jinhone ye darama bnaya tahe dil se shukria,positive,,"['my', 'fv', 'darama', 'is', 'jesa', 'drama', 'koi', 'nhi', 'shukria', 'unka', 'jinhone', 'ye', 'darama', 'bnaya', 'tahe', 'dil', 'se', 'shukria']"
boht he achaaaa,positive,,"['boht', 'he', 'achaaaa']"
allah bachaye,negative,,"['allah', 'bachaye']"
seetv one year se band he korangi karachi main,negative,,"['seetv', 'one', 'year', 'se', 'band', 'he', 'korangi', 'karachi', 'main']"
tumare mout ka farman aa gaya he abdullah apne amal durst kr low,negative,,"['tumare', 'mout', 'ka', 'farman', 'aa', 'gaya', 'he', 'abdullah', 'apne', 'amal', 'durst', 'kr', 'low']"
kash mugha b koi ece trah mot ke khabar dane aata,negative,,"['kash', 'mugha', 'b', 'koi', 'ece', 'trah', 'mot', 'ke', 'khabar', 'dane', 'aata']"
is ko zaroor dekha kare app ko haqeeqte dunya samjh ajaye ge,positive,,"['is', 'ko', 'zaroor', 'dekha', 'kare', 'app', 'ko', 'haqeeqte', 'dunya', 'samjh', 'ajaye', 'ge']"
abdullah tumahara waqat pura hogya haan,negative,,"['abdullah', 'tumahara', 'waqat', 'pura', 'hogya', 'haan']"
esay daikh kay ek ajeeb sa ehsaas hota hy,negative,,"['esay', 'daikh', 'kay', 'ek', 'ajeeb', 'sa', 'ehsaas', 'hota', 'hy']"
ise dekh ke apni akhirt sawrne ka dil karta hai,positive,,"['ise', 'dekh', 'ke', 'apni', 'akhirt', 'sawrne', 'ka', 'dil', 'karta', 'hai']"
tumhari mot ka pegham aa chuka hai abdullah apne hisaab kitaab mukamal kar lo,negative,,"['tumhari', 'mot', 'ka', 'pegham', 'aa', 'chuka', 'hai', 'abdullah', 'apne', 'hisaab', 'kitaab', 'mukamal', 'kar', 'lo']"
aap kay saath ghalat bura hona aap ko maut ki yaad dilaata hai,negative,,"['aap', 'kay', 'saath', 'ghalat', 'bura', 'hona', 'aap', 'ko', 'maut', 'ki', 'yaad', 'dilaata', 'hai']"
tumhari mot ka pegham aa chuka hai abdullah dosri trf jany sy pehly apne hisaab kitaab darust kar lo,negative,,"['tumhari', 'mot', 'ka', 'pegham', 'aa', 'chuka', 'hai', 'abdullah', 'dosri', 'trf', 'jany', 'sy', 'pehly', 'apne', 'hisaab', 'kitaab', 'darust', 'kar', 'lo']"
janay walay maut ki yaad dilate hain,negative,,"['janay', 'walay', 'maut', 'ki', 'yaad', 'dilate', 'hain']"
o bhai tumhri post par gandi link dt hai kisi ny ude delete kro,negative,,"['o', 'bhai', 'tumhri', 'post', 'par', 'gandi', 'link', 'dt', 'hai', 'kisi', 'ny', 'ude', 'delete', 'kro']"
paswood chnge kro ye virus hai choti c qayamat,negative,,"['paswood', 'chnge', 'kro', 'ye', 'virus', 'hai', 'choti', 'c', 'qayamat']"
boht acha morl drma haan jb many pehli dafa dkha to mry hosh urdh gy thy or darr mehsos haan raha tha,positive,,"['boht', 'acha', 'morl', 'drma', 'haan', 'jb', 'many', 'pehli', 'dafa', 'dkha', 'to', 'mry', 'hosh', 'urdh', 'gy', 'thy', 'or', 'darr', 'mehsos', 'haan', 'raha', 'tha']"
jab mene pahli dafha drama dekha to aj taq qoi episode nahe chara great man of abdullah,positive,,"['jab', 'mene', 'pahli', 'dafha', 'drama', 'dekha', 'to', 'aj', 'taq', 'qoi', 'episode', 'nahe', 'chara', 'great', 'man', 'of', 'abdullah']"
pegam razsa ka kya nam hai please batae or ye drama chalta rhe kbi bi khatam mat krna choti si qayatam dekh kr apni mout yad ati hai or aap logo kay kupre thek nh hein please humari beheno se arz hai kay laubas acha pehene,negative,,"['pegam', 'razsa', 'ka', 'kya', 'nam', 'hai', 'please', 'batae', 'or', 'ye', 'drama', 'chalta', 'rhe', 'kbi', 'bi', 'khatam', 'mat', 'krna', 'choti', 'si', 'qayatam', 'dekh', 'kr', 'apni', 'mout', 'yad', 'ati', 'hai', 'or', 'aap', 'logo', 'kay', 'kupre', 'thek', 'nh', 'hein', 'please', 'humari', 'beheno', 'se', 'arz', 'hai', 'kay', 'laubas', 'acha', 'pehene']"
may fan bngayaa hu apkaaa,positive,,"['may', 'fan', 'bngayaa', 'hu', 'apkaaa']"
chal bata selfie la la ray,positive,,"['chal', 'bata', 'selfie', 'la', 'la', 'ray']"
ma aap ka jabra fan ho gaya,positive,,"['ma', 'aap', 'ka', 'jabra', 'fan', 'ho', 'gaya']"
ik akhri mouqa insan ko sahe raaasra dikhane kay,positive,,"['ik', 'akhri', 'mouqa', 'insan', 'ko', 'sahe', 'raaasra', 'dikhane', 'kay']"
ye drama nh isnan kay lie hadyat hai jo such hai,positive,,"['ye', 'drama', 'nh', 'isnan', 'kay', 'lie', 'hadyat', 'hai', 'jo', 'such', 'hai']"
allah se dua hai kay wo hum pe rhem kre,positive,,"['allah', 'se', 'dua', 'hai', 'kay', 'wo', 'hum', 'pe', 'rhem', 'kre']"
agg main jal rai thi,negative,,"['agg', 'main', 'jal', 'rai', 'thi']"
bht bura haal tha iska,negative,,"['bht', 'bura', 'haal', 'tha', 'iska']"
lavay mai jal rhi thi,negative,,"['lavay', 'mai', 'jal', 'rhi', 'thi']"
boht acha episode tha yeh larki lava main jal rahe the,negative,,"['boht', 'acha', 'episode', 'tha', 'yeh', 'larki', 'lava', 'main', 'jal', 'rahe', 'the']"
aag ma hal ri thee,negative,,"['aag', 'ma', 'hal', 'ri', 'thee']"
allah hamai hidayat par rakhe ameen,positive,,"['allah', 'hamai', 'hidayat', 'par', 'rakhe', 'ameen']"
ab kis ka patta tot gaya,negative,,"['ab', 'kis', 'ka', 'patta', 'tot', 'gaya']"
allah humare aazba kum kre or janaat main jaga de,positive,,"['allah', 'humare', 'aazba', 'kum', 'kre', 'or', 'janaat', 'main', 'jaga', 'de']"
kesi chz ka totna girna qabr khodna mout ki yaad dilata hai,negative,,"['kesi', 'chz', 'ka', 'totna', 'girna', 'qabr', 'khodna', 'mout', 'ki', 'yaad', 'dilata', 'hai']"
tumare liye mout ka paigham he abdullah,negative,,"['tumare', 'liye', 'mout', 'ka', 'paigham', 'he', 'abdullah']"
salam pegam raza apka kya nam hai main nh janta bs allah pak apko aese darme krne ki tofaki de main jb bi darma dekhta ho mujh apni mout yad ati or bht rona ata hai kya hoga humra,negative,,"['salam', 'pegam', 'raza', 'apka', 'kya', 'nam', 'hai', 'main', 'nh', 'janta', 'bs', 'allah', 'pak', 'apko', 'aese', 'darme', 'krne', 'ki', 'tofaki', 'de', 'main', 'jb', 'bi', 'darma', 'dekhta', 'ho', 'mujh', 'apni', 'mout', 'yad', 'ati', 'or', 'bht', 'rona', 'ata', 'hai', 'kya', 'hoga', 'humra']"
very nice drama mout ka pagham dena wala abdullah,positive,,"['very', 'nice', 'drama', 'mout', 'ka', 'pagham', 'dena', 'wala', 'abdullah']"
subhan allah kia bat he mere mola mere rab ki rahimi or kareemi ki,positive,,"['subhan', 'allah', 'kia', 'bat', 'he', 'mere', 'mola', 'mere', 'rab', 'ki', 'rahimi', 'or', 'kareemi', 'ki']"
ramzan ma rizak wa ezafa ka wazifa bta dain jo jaladi kam krna wala ho,positive,,"['ramzan', 'ma', 'rizak', 'wa', 'ezafa', 'ka', 'wazifa', 'bta', 'dain', 'jo', 'jaladi', 'kam', 'krna', 'wala', 'ho']"
40 saal kaay honay par bhi agar insaan bad amal hi karta rahay tou phir shaitaan uss insaan ko bossa daita hai dosary lafzoon main akhrat main yeh insaan juhnum main janay saay naheen bachay gaa aur shaitaan ki iss main kamyabi hai,negative,,"['40', 'saal', 'kaay', 'honay', 'par', 'bhi', 'agar', 'insaan', 'bad', 'amal', 'hi', 'karta', 'rahay', 'tou', 'phir', 'shaitaan', 'uss', 'insaan', 'ko', 'bossa', 'daita', 'hai', 'dosary', 'lafzoon', 'main', 'akhrat', 'main', 'yeh', 'insaan', 'juhnum', 'main', 'janay', 'saay', 'naheen', 'bachay', 'gaa', 'aur', 'shaitaan', 'ki', 'iss', 'main', 'kamyabi', 'hai']"
jo 40 years sy phlay ic dounia sy chla jai wo jannat main jai ga,positive,,"['jo', '40', 'years', 'sy', 'phlay', 'ic', 'dounia', 'sy', 'chla', 'jai', 'wo', 'jannat', 'main', 'jai', 'ga']"
matlab ges wali niche beth kar kam nhi sakta aesa lagta he jese makad bahar a jayegi,negative,,"['matlab', 'ges', 'wali', 'niche', 'beth', 'kar', 'kam', 'nhi', 'sakta', 'aesa', 'lagta', 'he', 'jese', 'makad', 'bahar', 'a', 'jayegi']"
mery chehre pe bal hain b0h0at darhi ki tarhan kya kar0n,negative,,"['mery', 'chehre', 'pe', 'bal', 'hain', 'b0h0at', 'darhi', 'ki', 'tarhan', 'kya', 'kar0n']"
tumy bhot bhar gie haan,negative,,"['tumy', 'bhot', 'bhar', 'gie', 'haan']"
main boohat kamzor hu meri sehat ksy thk ho gi main kya kro,negative,,"['main', 'boohat', 'kamzor', 'hu', 'meri', 'sehat', 'ksy', 'thk', 'ho', 'gi', 'main', 'kya', 'kro']"
main khati thk ho pata ni kya haan muj bta day please,negative,,"['main', 'khati', 'thk', 'ho', 'pata', 'ni', 'kya', 'haan', 'muj', 'bta', 'day', 'please']"
tum log bi bht bewawoof ho ye koi doctor ya hakeem to nhi he ye to bs sirf girl se dosti chahta he,negative,,"['tum', 'log', 'bi', 'bht', 'bewawoof', 'ho', 'ye', 'koi', 'doctor', 'ya', 'hakeem', 'to', 'nhi', 'he', 'ye', 'to', 'bs', 'sirf', 'girl', 'se', 'dosti', 'chahta', 'he']"
samajh hi nai a raha,negative,,"['samajh', 'hi', 'nai', 'a', 'raha']"
ya sardio main kam karta haan,negative,,"['ya', 'sardio', 'main', 'kam', 'karta', 'haan']"
jase aap ko asani lagee yeh dua hai behtar ho ga kay namsz se pehle or baad may peri jy,positive,,"['jase', 'aap', 'ko', 'asani', 'lagee', 'yeh', 'dua', 'hai', 'behtar', 'ho', 'ga', 'kay', 'namsz', 'se', 'pehle', 'or', 'baad', 'may', 'peri', 'jy']"
bahot shukriya,positive,,"['bahot', 'shukriya']"
salam hakeem sab es dawae kay estemal se mera qabaz boht ziada sakht hugya ta yaha tak kay for yum bad mene english medicine ka estemal kia boht taklef deny wala dawae hy ye wala,negative,,"['salam', 'hakeem', 'sab', 'es', 'dawae', 'kay', 'estemal', 'se', 'mera', 'qabaz', 'boht', 'ziada', 'sakht', 'hugya', 'ta', 'yaha', 'tak', 'kay', 'for', 'yum', 'bad', 'mene', 'english', 'medicine', 'ka', 'estemal', 'kia', 'boht', 'taklef', 'deny', 'wala', 'dawae', 'hy', 'ye', 'wala']"
admin ghalat batain share na kia kro nimaz farz hai aor is ma koi dikhwa han hi nhe,negative,,"['admin', 'ghalat', 'batain', 'share', 'na', 'kia', 'kro', 'nimaz', 'farz', 'hai', 'aor', 'is', 'ma', 'koi', 'dikhwa', 'han', 'hi', 'nhe']"
kahsh namazi bih etnay kubsurat hu jahay,positive,,"['kahsh', 'namazi', 'bih', 'etnay', 'kubsurat', 'hu', 'jahay']"
ye itni khubsurat masjid kha haan,positive,,"['ye', 'itni', 'khubsurat', 'masjid', 'kha', 'haan']"
aankh sy aansoo aa gy allah pak is bachy ko kisi cheez ki kmi na hony dena aameen,positive,,"['aankh', 'sy', 'aansoo', 'aa', 'gy', 'allah', 'pak', 'is', 'bachy', 'ko', 'kisi', 'cheez', 'ki', 'kmi', 'na', 'hony', 'dena', 'aameen']"
allah o akbar ya allah madaad farma ameen,positive,,"['allah', 'o', 'akbar', 'ya', 'allah', 'madaad', 'farma', 'ameen']"
ya allah madad parmah,positive,,"['ya', 'allah', 'madad', 'parmah']"
in ko bhi apni eid ki khushion main shamil rakho in ka bhi huk hai,positive,,"['in', 'ko', 'bhi', 'apni', 'eid', 'ki', 'khushion', 'main', 'shamil', 'rakho', 'in', 'ka', 'bhi', 'huk', 'hai']"
allah o akbar ya allah madaad farma ameen,positive,,"['allah', 'o', 'akbar', 'ya', 'allah', 'madaad', 'farma', 'ameen']"
ameen allah siyat da allah ham subki mushkil asan kary,positive,,"['ameen', 'allah', 'siyat', 'da', 'allah', 'ham', 'subki', 'mushkil', 'asan', 'kary']"
ya allah in ki madad farma ameeeeen,positive,,"['ya', 'allah', 'in', 'ki', 'madad', 'farma', 'ameeeeen']"
allah pak in ki madaad frma,positive,,"['allah', 'pak', 'in', 'ki', 'madaad', 'frma']"
yah allah madad permay ameen,positive,,"['yah', 'allah', 'madad', 'permay', 'ameen']"
allah raham farma ameen,positive,,"['allah', 'raham', 'farma', 'ameen']"
allah tala jald se jald bhen se apna bhai mila de ameen sum ameen,positive,,"['allah', 'tala', 'jald', 'se', 'jald', 'bhen', 'se', 'apna', 'bhai', 'mila', 'de', 'ameen', 'sum', 'ameen']"
ya allah madaad farma ameen,positive,,"['ya', 'allah', 'madaad', 'farma', 'ameen']"
subhanallah kya allah ki qudrat hai,positive,,"['subhanallah', 'kya', 'allah', 'ki', 'qudrat', 'hai']"
w aalikum aslam aap ko be hum pakistanyo ke taraf se eid mubarkh,positive,,"['w', 'aalikum', 'aslam', 'aap', 'ko', 'be', 'hum', 'pakistanyo', 'ke', 'taraf', 'se', 'eid', 'mubarkh']"
eid mubarak ho aap sab,positive,,"['eid', 'mubarak', 'ho', 'aap', 'sab']"
app ko be eid mubarak,positive,,"['app', 'ko', 'be', 'eid', 'mubarak']"
sap ko bhi eidmubarak,positive,,"['sap', 'ko', 'bhi', 'eidmubarak']"
walikum asalam khaire mubarik apko b bohtt eid mubarik,positive,,"['walikum', 'asalam', 'khaire', 'mubarik', 'apko', 'b', 'bohtt', 'eid', 'mubarik']"
eid mubarak ho asp ko bhi,positive,,"['eid', 'mubarak', 'ho', 'asp', 'ko', 'bhi']"
walaikumsalam app ko bhi eid mubarak,positive,,"['walaikumsalam', 'app', 'ko', 'bhi', 'eid', 'mubarak']"
aap ko b boht boht eid mubarik,positive,,"['aap', 'ko', 'b', 'boht', 'boht', 'eid', 'mubarik']"
aap ko bhi eid mubarak,positive,,"['aap', 'ko', 'bhi', 'eid', 'mubarak']"
apko b boht boht eid mubarik,positive,,"['apko', 'b', 'boht', 'boht', 'eid', 'mubarik']"
goli mar do aise logon ko,negative,,"['goli', 'mar', 'do', 'aise', 'logon', 'ko']"
bohat zabrdast drama my fvrte,positive,,"['bohat', 'zabrdast', 'drama', 'my', 'fvrte']"
tere mention krne se pehle mere gallery main save hogae janu ke pic,positive,,"['tere', 'mention', 'krne', 'se', 'pehle', 'mere', 'gallery', 'main', 'save', 'hogae', 'janu', 'ke', 'pic']"
innna sona kyu rab ne banya jee kr dekhti rahu,positive,,"['innna', 'sona', 'kyu', 'rab', 'ne', 'banya', 'jee', 'kr', 'dekhti', 'rahu']"
apki pic dekhkar mai sab bhul jati hu,positive,,"['apki', 'pic', 'dekhkar', 'mai', 'sab', 'bhul', 'jati', 'hu']"
nazer na lug jayae tugay ho hoty,positive,,"['nazer', 'na', 'lug', 'jayae', 'tugay', 'ho', 'hoty']"
porana foto shot hy uy hy na fawad ka to hashar huwa prda hy ab to,negative,,"['porana', 'foto', 'shot', 'hy', 'uy', 'hy', 'na', 'fawad', 'ka', 'to', 'hashar', 'huwa', 'prda', 'hy', 'ab', 'to']"
ek to aap mera naam tag krte ho sam main parh kr mari jati haan hyeeeeee,negative,,"['ek', 'to', 'aap', 'mera', 'naam', 'tag', 'krte', 'ho', 'sam', 'main', 'parh', 'kr', 'mari', 'jati', 'haan', 'hyeeeeee']"
masha allha bahut kub,positive,,"['masha', 'allha', 'bahut', 'kub']"
gg bilkul gulzar hai,positive,,"['gg', 'bilkul', 'gulzar', 'hai']"
i just love it please koi zindagi gulzar he ki series kay cd muje send kardo i main just crazy for zaroon nd kasaf,positive,,"['i', 'just', 'love', 'it', 'please', 'koi', 'zindagi', 'gulzar', 'he', 'ki', 'series', 'kay', 'cd', 'muje', 'send', 'kardo', 'i', 'main', 'just', 'crazy', 'for', 'zaroon', 'nd', 'kasaf']"
mtlb chahty kay naa sooon main aj raat,negative,,"['mtlb', 'chahty', 'kay', 'naa', 'sooon', 'main', 'aj', 'raat']"
gull dil kay andar tha tha ho rahi p,positive,,"['gull', 'dil', 'kay', 'andar', 'tha', 'tha', 'ho', 'rahi', 'p']"
barthday mubarak ho sr,positive,,"['barthday', 'mubarak', 'ho', 'sr']"
wah g wah itneeee dinoooo bd,positive,,"['wah', 'g', 'wah', 'itneeee', 'dinoooo', 'bd']"
ena sona kiun rab ne bnaya,positive,,"['ena', 'sona', 'kiun', 'rab', 'ne', 'bnaya']"
itna sona tujhe rabne bnaya ki vekhdi rawaha,positive,,"['itna', 'sona', 'tujhe', 'rabne', 'bnaya', 'ki', 'vekhdi', 'rawaha']"
shrm na haya sonda aa ty taref e kari jani way wesy tomcros lagta hy,positive,,"['shrm', 'na', 'haya', 'sonda', 'aa', 'ty', 'taref', 'e', 'kari', 'jani', 'way', 'wesy', 'tomcros', 'lagta', 'hy']"
soni chiz ki treef hi krte hain,positive,,"['soni', 'chiz', 'ki', 'treef', 'hi', 'krte', 'hain']"
congratulations allah aap ko mazeed kamiabi ata kren aameen,positive,,"['congratulations', 'allah', 'aap', 'ko', 'mazeed', 'kamiabi', 'ata', 'kren', 'aameen']"
acting kamal thy,positive,,"['acting', 'kamal', 'thy']"
ye drama kahin se b ramadan special drama nhin lagta iss drama mein boht si unethical aur unislamic baatyn haan jaisa superstitions aur black magic etc please logon ko gumrah na keryn aur atleast ramadan kay naam py aise dramay na diya krain,negative,,"['ye', 'drama', 'kahin', 'se', 'b', 'ramadan', 'special', 'drama', 'nhin', 'lagta', 'iss', 'drama', 'mein', 'boht', 'si', 'unethical', 'aur', 'unislamic', 'baatyn', 'haan', 'jaisa', 'superstitions', 'aur', 'black', 'magic', 'etc', 'please', 'logon', 'ko', 'gumrah', 'na', 'keryn', 'aur', 'atleast', 'ramadan', 'kay', 'naam', 'py', 'aise', 'dramay', 'na', 'diya', 'krain']"
ye muqtada to nehayat he chawal kisam ka insan lgta hje,negative,,"['ye', 'muqtada', 'to', 'nehayat', 'he', 'chawal', 'kisam', 'ka', 'insan', 'lgta', 'hje']"
hmmm jo drama bht acha hota hy wo khatam ho jata hy jaldi sy,negative,,"['hmmm', 'jo', 'drama', 'bht', 'acha', 'hota', 'hy', 'wo', 'khatam', 'ho', 'jata', 'hy', 'jaldi', 'sy']"
yeah ryt or sohaii to bohat pyari ag rai hai or kia lajawab acting kr rai hai,positive,,"['yeah', 'ryt', 'or', 'sohaii', 'to', 'bohat', 'pyari', 'ag', 'rai', 'hai', 'or', 'kia', 'lajawab', 'acting', 'kr', 'rai', 'hai']"
hmari lyt e chli jati haan 8 bje please do something,negative,,"['hmari', 'lyt', 'e', 'chli', 'jati', 'haan', '8', 'bje', 'please', 'do', 'something']"
i think aleen chor kay chali jaegi,negative,,"['i', 'think', 'aleen', 'chor', 'kay', 'chali', 'jaegi']"
hmm ok woh larki aur kis drama main ayee thi,negative,,"['hmm', 'ok', 'woh', 'larki', 'aur', 'kis', 'drama', 'main', 'ayee', 'thi']"
ye hota hai galat faisle ka anjam …,negative,,"['ye', 'hota', 'hai', 'galat', 'faisle', 'ka', 'anjam', '…']"
daubing thek nei hai mastana mahi key yeah we watch,negative,,"['daubing', 'thek', 'nei', 'hai', 'mastana', 'mahi', 'key', 'yeah', 'we', 'watch']"
zobi ka akela chora chahiya tha ta kay us ko ehsas hota kay us nay kisi kay sath bora kiya hai aur bobi ki 1st wife ki shadi us kay px fiance kay sath dikhani chahiya thi,negative,,"['zobi', 'ka', 'akela', 'chora', 'chahiya', 'tha', 'ta', 'kay', 'us', 'ko', 'ehsas', 'hota', 'kay', 'us', 'nay', 'kisi', 'kay', 'sath', 'bora', 'kiya', 'hai', 'aur', 'bobi', 'ki', '1st', 'wife', 'ki', 'shadi', 'us', 'kay', 'px', 'fiance', 'kay', 'sath', 'dikhani', 'chahiya', 'thi']"
yeah mil gye wo mr gai,negative,,"['yeah', 'mil', 'gye', 'wo', 'mr', 'gai']"
kia kahon ya meri chahat hai kay nafraat uski naam likhna bhe mera likh kaar mita bhe dayna,negative,,"['kia', 'kahon', 'ya', 'meri', 'chahat', 'hai', 'kay', 'nafraat', 'uski', 'naam', 'likhna', 'bhe', 'mera', 'likh', 'kaar', 'mita', 'bhe', 'dayna']"
konsa dhemaka agay thore ho rehay hian dhamakay jo abi or hone wala hai,negative,,"['konsa', 'dhemaka', 'agay', 'thore', 'ho', 'rehay', 'hian', 'dhamakay', 'jo', 'abi', 'or', 'hone', 'wala', 'hai']"
generation ko yeh sikha rahay hein aap log is story mein sajal ali ka anjam bht bura dikhaen tab acha lage ga,negative,,"['generation', 'ko', 'yeh', 'sikha', 'rahay', 'hein', 'aap', 'log', 'is', 'story', 'mein', 'sajal', 'ali', 'ka', 'anjam', 'bht', 'bura', 'dikhaen', 'tab', 'acha', 'lage', 'ga']"
fahad mustufa humesha ki tarha zabardast,positive,,"['fahad', 'mustufa', 'humesha', 'ki', 'tarha', 'zabardast']"
jitni zor sy arsal ny hath chhurwaya hai jiya ka bazu toot jana tha hai kitni c,negative,,"['jitni', 'zor', 'sy', 'arsal', 'ny', 'hath', 'chhurwaya', 'hai', 'jiya', 'ka', 'bazu', 'toot', 'jana', 'tha', 'hai', 'kitni', 'c']"
aj kay episode ne kmaal kr dya kinza missing kaha gye aj,positive,,"['aj', 'kay', 'episode', 'ne', 'kmaal', 'kr', 'dya', 'kinza', 'missing', 'kaha', 'gye', 'aj']"
finally arsal ko b pata lag e gya jiya ki feelings ka,positive,,"['finally', 'arsal', 'ko', 'b', 'pata', 'lag', 'e', 'gya', 'jiya', 'ki', 'feelings', 'ka']"
mny mis kr di aj ki episode,negative,,"['mny', 'mis', 'kr', 'di', 'aj', 'ki', 'episode']"
mzyy ka hai naa,positive,,"['mzyy', 'ka', 'hai', 'naa']"
har aik ny best acting ki is drama mai awsume khas tor pe dg ny to kamal ki acting ki haan,positive,,"['har', 'aik', 'ny', 'best', 'acting', 'ki', 'is', 'drama', 'mai', 'awsume', 'khas', 'tor', 'pe', 'dg', 'ny', 'to', 'kamal', 'ki', 'acting', 'ki', 'haan']"
huma or jiya ki video lay ayaaaa chettaaa dj,positive,,"['huma', 'or', 'jiya', 'ki', 'video', 'lay', 'ayaaaa', 'chettaaa', 'dj']"
har aik ny best acting ki is drama mai awsume khas tor pe dg arsal ke pupha aur nawa khat khul gya arsal ki ammi ki to kamal ki acting ki haan,positive,,"['har', 'aik', 'ny', 'best', 'acting', 'ki', 'is', 'drama', 'mai', 'awsume', 'khas', 'tor', 'pe', 'dg', 'arsal', 'ke', 'pupha', 'aur', 'nawa', 'khat', 'khul', 'gya', 'arsal', 'ki', 'ammi', 'ki', 'to', 'kamal', 'ki', 'acting', 'ki', 'haan']"
dj ki to kiyaaa hiii baat haan na very nice,positive,,"['dj', 'ki', 'to', 'kiyaaa', 'hiii', 'baat', 'haan', 'na', 'very', 'nice']"
hyeeeeeeeedj chha gya mery cheetay,positive,,"['hyeeeeeeeedj', 'chha', 'gya', 'mery', 'cheetay']"
jalal khan aj jalal main agyaaa haan,negative,,"['jalal', 'khan', 'aj', 'jalal', 'main', 'agyaaa', 'haan']"
kashh wait na krna prta hoooo,negative,,"['kashh', 'wait', 'na', 'krna', 'prta', 'hoooo']"
dj cuteee haan,positive,,"['dj', 'cuteee', 'haan']"
chha gya mery cheetah,positive,,"['chha', 'gya', 'mery', 'cheetah']"
