comment,sentiment,tokens
پروگرام تو وڑہ گیا شاہین کی ہوا نکل گئ۔ صرف اور صرف عاقب صاحب کی وجہ سے ٹی۔وی۔ پر اس بندے نے اسکی کیمپین چلائی آپ شاہین کو کپتان بنا دے وہ کپ لے آئے گا چائے والا کپ لیگ میں اور انٹرنیشنل کرکٹ میں بہت فرق ہے ۔ ابھی تو ایز اے کپتان ایک ٹوور گیا ہے نیوزی لینڈ کیسے گندہ ہوا ابھی تو پارٹی شروع ہوئی ہے آگے دیکھو کیا کیا ہوتا ہے۔ پی ۔سی۔بی چیئرمین سے امید ہے ۔ محمد رضوان کو T20 ولڈکپ میں بطور کپتان بنا دے,negative,"['پروگرام', 'تو', 'وڑہ', 'گیا', 'شاہین', 'کی', 'ہوا', 'نکل', 'گئ۔', 'صرف', 'اور', 'صرف', 'عاقب', 'صاحب', 'کی', 'وجہ', 'سے', 'ٹی۔وی۔', 'پر', 'اس', 'بندے', 'نے', 'اسکی', 'کیمپین', 'چلائی', 'آپ', 'شاہین', 'کو', 'کپتان', 'بنا', 'دے', 'وہ', 'کپ', 'لے', 'آئے', 'گا', 'چائے', 'والا', 'کپ', 'لیگ', 'میں', 'اور', 'انٹرنیشنل', 'کرکٹ', 'میں', 'بہت', 'فرق', 'ہے', '۔', 'ابھی', 'تو', 'ایز', 'اے', 'کپتان', 'ایک', 'ٹوور', 'گیا', 'ہے', 'نیوزی', 'لینڈ', 'کیسے', 'گندہ', 'ہوا', 'ابھی', 'تو', 'پارٹی', 'شروع', 'ہوئی', 'ہے', 'آگے', 'دیکھو', 'کیا', 'کیا', 'ہوتا', 'ہے۔', 'پی', '۔سی۔بی', 'چیئرمین', 'سے', 'امید', 'ہے', '۔', 'محمد', 'رضوان', 'کو', 'T20', 'ولڈکپ', 'میں', 'بطور', 'کپتان', 'بنا', 'دے']"
لاھور قلندر کی ہار کی وجہ شادی شدہ کھلاڑی ہیں۔,negative,"['لاھور', 'قلندر', 'کی', 'ہار', 'کی', 'وجہ', 'شادی', 'شدہ', 'کھلاڑی', 'ہیں۔']"
ویسے اتنے اعتماد سے جھوٹ بولنا کہاں سے سیکھا ہے بھائی,negative,"['ویسے', 'اتنے', 'اعتماد', 'سے', 'جھوٹ', 'بولنا', 'کہاں', 'سے', 'سیکھا', 'ہے', 'بھائی']"
پاکستان میں جب منیر ا مستری سپہ سالار رہ سکتا ہے تو شاہیں بھی کپتان رہ سکتا ہے۔ بکواس,negative,"['پاکستان', 'میں', 'جب', 'منیر', 'ا', 'مستری', 'سپہ', 'سالار', 'رہ', 'سکتا', 'ہے', 'تو', 'شاہیں', 'بھی', 'کپتان', 'رہ', 'سکتا', 'ہے۔', 'بکواس']"
بڑا افسوس اے شاہ جی,negative,"['بڑا', 'افسوس', 'اے', 'شاہ', 'جی']"
میرے خیال میں فخر کو فخر کے ساتھ گھر میں بیچھو,negative,"['میرے', 'خیال', 'میں', 'فخر', 'کو', 'فخر', 'کے', 'ساتھ', 'گھر', 'میں', 'بیچھو']"
ھم دنیا کے سب بیٹسمینوں کے خلاف اور حارث رؤوف کے حق میں احتجاج کرتے ہیں ایک بالر کو اتنا نہیں مارنا چاھئے,negative,"['ھم', 'دنیا', 'کے', 'سب', 'بیٹسمینوں', 'کے', 'خلاف', 'اور', 'حارث', 'رؤوف', 'کے', 'حق', 'میں', 'احتجاج', 'کرتے', 'ہیں', 'ایک', 'بالر', 'کو', 'اتنا', 'نہیں', 'مارنا', 'چاھئے']"
شاہین آ فریدی کے سسر کو بہت شوق تھا اسے کپتان بنوانے کا قومی ٹیم بھی ڈوبی اور لاہور کو بھی لے بیٹھا,negative,"['شاہین', 'آ', 'فریدی', 'کے', 'سسر', 'کو', 'بہت', 'شوق', 'تھا', 'اسے', 'کپتان', 'بنوانے', 'کا', 'قومی', 'ٹیم', 'بھی', 'ڈوبی', 'اور', 'لاہور', 'کو', 'بھی', 'لے', 'بیٹھا']"
خوشدل نے ایک بار پھر ثابت کردیا کہ مشکل وقت میں وہ ہمیشہ میچ ہروانے میں مہارت رکھتا ہے,negative,"['خوشدل', 'نے', 'ایک', 'بار', 'پھر', 'ثابت', 'کردیا', 'کہ', 'مشکل', 'وقت', 'میں', 'وہ', 'ہمیشہ', 'میچ', 'ہروانے', 'میں', 'مہارت', 'رکھتا', 'ہے']"
شرم مگر تم کو آتی نہیں نقوی,negative,"['شرم', 'مگر', 'تم', 'کو', 'آتی', 'نہیں', 'نقوی']"
آخری بال اس طرح نہیں کراتے بچے,negative,"['آخری', 'بال', 'اس', 'طرح', 'نہیں', 'کراتے', 'بچے']"
گھٹیا ترین اکٹنگ اس جگہ عمران اشرف کو ہونا چاہیئے تھا وہ کمال کا اکڑر ہے,negative,"['گھٹیا', 'ترین', 'اکٹنگ', 'اس', 'جگہ', 'عمران', 'اشرف', 'کو', 'ہونا', 'چاہیئے', 'تھا', 'وہ', 'کمال', 'کا', 'اکڑر', 'ہے']"
پہلی اننگز کی پچ بیٹنگ کے لئے تیار کی گئی تھی اور دوسری اننگز میں آپ نے دیکھا کہ اس نے سوئنگ کو کتنا اتارنا شروع کیا اور بی سی سی آئی کے ذریعہ واضح دھوکہ دہی کا رخ کرنا شروع کیا,negative,"['پہلی', 'اننگز', 'کی', 'پچ', 'بیٹنگ', 'کے', 'لئے', 'تیار', 'کی', 'گئی', 'تھی', 'اور', 'دوسری', 'اننگز', 'میں', 'آپ', 'نے', 'دیکھا', 'کہ', 'اس', 'نے', 'سوئنگ', 'کو', 'کتنا', 'اتارنا', 'شروع', 'کیا', 'اور', 'بی', 'سی', 'سی', 'آئی', 'کے', 'ذریعہ', 'واضح', 'دھوکہ', 'دہی', 'کا', 'رخ', 'کرنا', 'شروع', 'کیا']"
لگٹا ایچ سیئر پاک کے پرستار آج کا میچ مس کار گیئ آئسیلیئ پاکستانی نفرت کرتا ہے,negative,"['لگٹا', 'ایچ', 'سیئر', 'پاک', 'کے', 'پرستار', 'آج', 'کا', 'میچ', 'مس', 'کار', 'گیئ', 'آئسیلیئ', 'پاکستانی', 'نفرت', 'کرتا', 'ہے']"
پاکستان نے کے آر دیا تھیمپ کو ٹیپ کیا,negative,"['پاکستان', 'نے', 'کے', 'آر', 'دیا', 'تھیمپ', 'کو', 'ٹیپ', 'کیا']"
اس میچ سے ہارس راؤف کا خاتمہ شروع ہوا,negative,"['اس', 'میچ', 'سے', 'ہارس', 'راؤف', 'کا', 'خاتمہ', 'شروع', 'ہوا']"
ہو تھنک بارش نے بھیکارستان کو بچایا,negative,"['ہو', 'تھنک', 'بارش', 'نے', 'بھیکارستان', 'کو', 'بچایا']"
ہرس کیریئر کا اختتام لمحہ ہاہاہاہا,negative,"['ہرس', 'کیریئر', 'کا', 'اختتام', 'لمحہ', 'ہاہاہاہا']"
یہاں بی سی سی آئی ایشان کشن کو کھلاڑیوں کی فہرست سے ہٹائیں,negative,"['یہاں', 'بی', 'سی', 'سی', 'آئی', 'ایشان', 'کشن', 'کو', 'کھلاڑیوں', 'کی', 'فہرست', 'سے', 'ہٹائیں']"
اس میچ میں ہندوستان نے دھوکہ دیا,negative,"['اس', 'میچ', 'میں', 'ہندوستان', 'نے', 'دھوکہ', 'دیا']"
کوہلی لوزر,negative,"['کوہلی', 'لوزر']"
یہ آخری میچ تھا جب ہرس راؤف نے کسی پر چیخا اس کے بعد ہم آج تک رو پائے۔,negative,"['یہ', 'آخری', 'میچ', 'تھا', 'جب', 'ہرس', 'راؤف', 'نے', 'کسی', 'پر', 'چیخا', 'اس', 'کے', 'بعد', 'ہم', 'آج', 'تک', 'رو', 'پائے۔']"
ہندوستان گھر جاؤ,negative,"['ہندوستان', 'گھر', 'جاؤ']"
پاکستان بیکار فیلڈنگ ہمیشہ,negative,"['پاکستان', 'بیکار', 'فیلڈنگ', 'ہمیشہ']"
کوئی بھی ملک کسی دوسرے ملک کی حمایت نہیں کرتا ہے,negative,"['کوئی', 'بھی', 'ملک', 'کسی', 'دوسرے', 'ملک', 'کی', 'حمایت', 'نہیں', 'کرتا', 'ہے']"
مجھے تم سے نفرت ہے,negative,"['مجھے', 'تم', 'سے', 'نفرت', 'ہے']"
ادھر بھی دھونی ناکام,negative,"['ادھر', 'بھی', 'دھونی', 'ناکام']"
یہ اب بھی ایک معمہ ہے کہ کس طرح امام الحق نے پاکستان کے لئے امیر سے زیادہ ڈبلیو سی ایس کھیلا,negative,"['یہ', 'اب', 'بھی', 'ایک', 'معمہ', 'ہے', 'کہ', 'کس', 'طرح', 'امام', 'الحق', 'نے', 'پاکستان', 'کے', 'لئے', 'امیر', 'سے', 'زیادہ', 'ڈبلیو', 'سی', 'ایس', 'کھیلا']"
چور بازار سرنڈر,negative,"['چور', 'بازار', 'سرنڈر']"
صرف اوسط پاکستانی فیلڈنگ,negative,"['صرف', 'اوسط', 'پاکستانی', 'فیلڈنگ']"
اچھا میچ فکسنگ,negative,"['اچھا', 'میچ', 'فکسنگ']"
بھاڑ میں پاکستان,negative,"['بھاڑ', 'میں', 'پاکستان']"
بیوقوف,negative,['بیوقوف']
ہندوستانی نسل پرستانہ ہونا بند کردیتے ہیں,negative,"['ہندوستانی', 'نسل', 'پرستانہ', 'ہونا', 'بند', 'کردیتے', 'ہیں']"
گمبھیر سر بالادستی,negative,"['گمبھیر', 'سر', 'بالادستی']"
پاکستانی کھلاڑیوں سے بات نہیں کرنا چاہئے,negative,"['پاکستانی', 'کھلاڑیوں', 'سے', 'بات', 'نہیں', 'کرنا', 'چاہئے']"
ایک طرف میں پاکستانی ٹیم کو عزت ملتی ہے میں ہندوستان ہوں ایک اور طرف ان کی فوج نے ہندوستانی شالڈی کو مار ڈالا۔ ہمیں اس قوم کے ساتھ تعاون کرنے کی ضرورت نہیں ہے جس کی فوج سفاکانہ ہے۔ میں نے ایسی قوم نہیں دیکھی وہ بہت ہی بہت ہی تیز ہیں ,negative,"['ایک', 'طرف', 'میں', 'پاکستانی', 'ٹیم', 'کو', 'عزت', 'ملتی', 'ہے', 'میں', 'ہندوستان', 'ہوں', 'ایک', 'اور', 'طرف', 'ان', 'کی', 'فوج', 'نے', 'ہندوستانی', 'شالڈی', 'کو', 'مار', 'ڈالا۔', 'ہمیں', 'اس', 'قوم', 'کے', 'ساتھ', 'تعاون', 'کرنے', 'کی', 'ضرورت', 'نہیں', 'ہے', 'جس', 'کی', 'فوج', 'سفاکانہ', 'ہے۔', 'میں', 'نے', 'ایسی', 'قوم', 'نہیں', 'دیکھی', 'وہ', 'بہت', 'ہی', 'بہت', 'ہی', 'تیز', 'ہیں']"
ڈھکن,negative,['ڈھکن']
آپ بھول گئے ورلڈ کپ امیر سہیل پرساد کو ایک انگلی دکھاتے ہیں اور پرساد نے اسے اگلی گیند سے باہر نکال دیا۔انزامام بھیڑ میں شامل ہوکر اسے الو کہنے کے بعد لڑنے کے لئے تیار ہو گیا شیب اختر باؤنسر کو گنگولی سے زخمی کردیا۔,negative,"['آپ', 'بھول', 'گئے', 'ورلڈ', 'کپ', 'امیر', 'سہیل', 'پرساد', 'کو', 'ایک', 'انگلی', 'دکھاتے', 'ہیں', 'اور', 'پرساد', 'نے', 'اسے', 'اگلی', 'گیند', 'سے', 'باہر', 'نکال', 'دیا۔انزامام', 'بھیڑ', 'میں', 'شامل', 'ہوکر', 'اسے', 'الو', 'کہنے', 'کے', 'بعد', 'لڑنے', 'کے', 'لئے', 'تیار', 'ہو', 'گیا', 'شیب', 'اختر', 'باؤنسر', 'کو', 'گنگولی', 'سے', 'زخمی', 'کردیا۔']"
بند کرنا چاہئے میچ,negative,"['بند', 'کرنا', 'چاہئے', 'میچ']"
ذہنی طور پر کمزور ہندوستانی کرکٹر وہ میچ میں بھی لڑنے کا طریقہ نہیں جانتے ہیں۔,negative,"['ذہنی', 'طور', 'پر', 'کمزور', 'ہندوستانی', 'کرکٹر', 'وہ', 'میچ', 'میں', 'بھی', 'لڑنے', 'کا', 'طریقہ', 'نہیں', 'جانتے', 'ہیں۔']"
اگر آپ پانگی لیتے تھے تو اب ہم دو نی نی کو لے جائیں گے,negative,"['اگر', 'آپ', 'پانگی', 'لیتے', 'تھے', 'تو', 'اب', 'ہم', 'دو', 'نی', 'نی', 'کو', 'لے', 'جائیں', 'گے']"
کوئی کرکٹ اور پاکستان دہشت گرد ملک کے ساتھ کوئی رشتہ نہیں,negative,"['کوئی', 'کرکٹ', 'اور', 'پاکستان', 'دہشت', 'گرد', 'ملک', 'کے', 'ساتھ', 'کوئی', 'رشتہ', 'نہیں']"
صرف گوتم گمبھیر سے بائیکھرستان,negative,"['صرف', 'گوتم', 'گمبھیر', 'سے', 'بائیکھرستان']"
میں کرکٹ میں محبت چاہتا ہوں لیکن پاکستان سے نہیں میں پاک کے ساتھ جنگ چاہتا ہوں,negative,"['میں', 'کرکٹ', 'میں', 'محبت', 'چاہتا', 'ہوں', 'لیکن', 'پاکستان', 'سے', 'نہیں', 'میں', 'پاک', 'کے', 'ساتھ', 'جنگ', 'چاہتا', 'ہوں']"
آج کا بھڈو ویرات ہماری تاریخ کو ویرات کی طرح بھول جائے گا۔اور پھر حملے ہوں گے۔,negative,"['آج', 'کا', 'بھڈو', 'ویرات', 'ہماری', 'تاریخ', 'کو', 'ویرات', 'کی', 'طرح', 'بھول', 'جائے', 'گا۔اور', 'پھر', 'حملے', 'ہوں', 'گے۔']"
ہندوستان پاکستان کے میچوں پر پابندی عائد کی جانی چاہئے ہمارے سپاہیوں کی زندگی تفریح سے زیادہ اہم ہے۔,negative,"['ہندوستان', 'پاکستان', 'کے', 'میچوں', 'پر', 'پابندی', 'عائد', 'کی', 'جانی', 'چاہئے', 'ہمارے', 'سپاہیوں', 'کی', 'زندگی', 'تفریح', 'سے', 'زیادہ', 'اہم', 'ہے۔']"
پاکستان کرکٹ بورڈ ہندوستان کے ساتھ کھیل کر بہت کچھ کماتا ہے اور وہ صرف آئی سی سی ٹورنامنٹ میں صرف ہندوستان کے ساتھ کھیلنے کے چند امکانات حاصل کرتے ہیں لہذا ان کے کھلاڑیوں نے یہ ظاہر کرنے کے لئے مناسب طریقے سے برتاؤ کرنا شروع کردیا ہے کہ وہ اچھے لوگ ہیں اور ہندوستان کو بھی اپنے ملک کا دورہ کرنا چاہئے۔,negative,"['پاکستان', 'کرکٹ', 'بورڈ', 'ہندوستان', 'کے', 'ساتھ', 'کھیل', 'کر', 'بہت', 'کچھ', 'کماتا', 'ہے', 'اور', 'وہ', 'صرف', 'آئی', 'سی', 'سی', 'ٹورنامنٹ', 'میں', 'صرف', 'ہندوستان', 'کے', 'ساتھ', 'کھیلنے', 'کے', 'چند', 'امکانات', 'حاصل', 'کرتے', 'ہیں', 'لہذا', 'ان', 'کے', 'کھلاڑیوں', 'نے', 'یہ', 'ظاہر', 'کرنے', 'کے', 'لئے', 'مناسب', 'طریقے', 'سے', 'برتاؤ', 'کرنا', 'شروع', 'کردیا', 'ہے', 'کہ', 'وہ', 'اچھے', 'لوگ', 'ہیں', 'اور', 'ہندوستان', 'کو', 'بھی', 'اپنے', 'ملک', 'کا', 'دورہ', 'کرنا', 'چاہئے۔']"
ہم دہشت گرد ملک کے ساتھ کوئی میچ نہیں چاہتے ہیں,negative,"['ہم', 'دہشت', 'گرد', 'ملک', 'کے', 'ساتھ', 'کوئی', 'میچ', 'نہیں', 'چاہتے', 'ہیں']"
سلامی جب ہم گھر میں ہندوستان پاکستان کا میچ دیکھ رہے تھے تو وہ افسر جس نے اپنی جان کو ہلاک کیا,negative,"['سلامی', 'جب', 'ہم', 'گھر', 'میں', 'ہندوستان', 'پاکستان', 'کا', 'میچ', 'دیکھ', 'رہے', 'تھے', 'تو', 'وہ', 'افسر', 'جس', 'نے', 'اپنی', 'جان', 'کو', 'ہلاک', 'کیا']"
ہمارا جوان ان کی وجہ سے فوت ہوگیا اور ہم کرکٹ میں امن برقرار رکھے ہوئے ہیں,negative,"['ہمارا', 'جوان', 'ان', 'کی', 'وجہ', 'سے', 'فوت', 'ہوگیا', 'اور', 'ہم', 'کرکٹ', 'میں', 'امن', 'برقرار', 'رکھے', 'ہوئے', 'ہیں']"
بائیکاٹ پاکستان میچ,negative,"['بائیکاٹ', 'پاکستان', 'میچ']"
آفریدی بدترین کرکٹر میں سے ایک ہے جو کبھی نہیں دیکھا ہے,negative,"['آفریدی', 'بدترین', 'کرکٹر', 'میں', 'سے', 'ایک', 'ہے', 'جو', 'کبھی', 'نہیں', 'دیکھا', 'ہے']"
برو شعیب آفریدی اور دھونی اب نہیں ہیں لیجنڈ,negative,"['برو', 'شعیب', 'آفریدی', 'اور', 'دھونی', 'اب', 'نہیں', 'ہیں', 'لیجنڈ']"
وہ کھلاڑی اسٹریٹ کتا نہیں پلے پلے,negative,"['وہ', 'کھلاڑی', 'اسٹریٹ', 'کتا', 'نہیں', 'پلے', 'پلے']"
اسلام دہشت گرد مذہب ہے,negative,"['اسلام', 'دہشت', 'گرد', 'مذہب', 'ہے']"
پاکستان کے ساتھ کوئی میچ نہیں,negative,"['پاکستان', 'کے', 'ساتھ', 'کوئی', 'میچ', 'نہیں']"
میں معاف کرسکتا ہوں لیکن میں کبھی نہیں بھولوں گا,negative,"['میں', 'معاف', 'کرسکتا', 'ہوں', 'لیکن', 'میں', 'کبھی', 'نہیں', 'بھولوں', 'گا']"
یہ ہمیشہ ایک جنگ ہوتا ہے,negative,"['یہ', 'ہمیشہ', 'ایک', 'جنگ', 'ہوتا', 'ہے']"
کوئی گیم میچ دہشت گردی کے ساتھ نہیں ہونا چاہئے ہندوستان پاکستان میچ کے خلاف,negative,"['کوئی', 'گیم', 'میچ', 'دہشت', 'گردی', 'کے', 'ساتھ', 'نہیں', 'ہونا', 'چاہئے', 'ہندوستان', 'پاکستان', 'میچ', 'کے', 'خلاف']"
پاکستان ہمارے بیٹے,negative,"['پاکستان', 'ہمارے', 'بیٹے']"
پاکستان ہندوستان کی غریب ترین ریاست ہے,negative,"['پاکستان', 'ہندوستان', 'کی', 'غریب', 'ترین', 'ریاست', 'ہے']"
ہندوستان اور پاکستان بھائی نہیں ہیں ہندوستان باپ ہے,negative,"['ہندوستان', 'اور', 'پاکستان', 'بھائی', 'نہیں', 'ہیں', 'ہندوستان', 'باپ', 'ہے']"
اگر موقع دیا گیا تو دونوں ممالک کی آبادی یورپ فرار ہوجائے گی۔اور انہیں برطانویوں سے آزادی ملی۔تو ترقی یافتہ اور قابل فخر شہری۔ لوز,negative,"['اگر', 'موقع', 'دیا', 'گیا', 'تو', 'دونوں', 'ممالک', 'کی', 'آبادی', 'یورپ', 'فرار', 'ہوجائے', 'گی۔اور', 'انہیں', 'برطانویوں', 'سے', 'آزادی', 'ملی۔تو', 'ترقی', 'یافتہ', 'اور', 'قابل', 'فخر', 'شہری۔', 'لوز']"
ایک اور فرق پاکستان میں دہشت گردی ہے ہندوستان کی ترقی ہے,negative,"['ایک', 'اور', 'فرق', 'پاکستان', 'میں', 'دہشت', 'گردی', 'ہے', 'ہندوستان', 'کی', 'ترقی', 'ہے']"
ہندوستان اور پاک بھائی نہیں ہیں آپ کے الفاظ گور چٹیا کو نہیں ملاتے ہیں,negative,"['ہندوستان', 'اور', 'پاک', 'بھائی', 'نہیں', 'ہیں', 'آپ', 'کے', 'الفاظ', 'گور', 'چٹیا', 'کو', 'نہیں', 'ملاتے', 'ہیں']"
براہ کرم اس حقیقت کو درست کریں کہ پاکستان برطانیہ کی کالونی نہیں تھا پہلے پاکستان موجود نہیں تھا,negative,"['براہ', 'کرم', 'اس', 'حقیقت', 'کو', 'درست', 'کریں', 'کہ', 'پاکستان', 'برطانیہ', 'کی', 'کالونی', 'نہیں', 'تھا', 'پہلے', 'پاکستان', 'موجود', 'نہیں', 'تھا']"
کشمیر کے بارے میں کیا پاکستان کشمیر پر حملہ کر رہا ہے,negative,"['کشمیر', 'کے', 'بارے', 'میں', 'کیا', 'پاکستان', 'کشمیر', 'پر', 'حملہ', 'کر', 'رہا', 'ہے']"
دریائے ہندوستان بہت گندا ہے,negative,"['دریائے', 'ہندوستان', 'بہت', 'گندا', 'ہے']"
ایک خلا میں جاتا ہے دوسرا ایک دہشت گرد جنت ہے,negative,"['ایک', 'خلا', 'میں', 'جاتا', 'ہے', 'دوسرا', 'ایک', 'دہشت', 'گرد', 'جنت', 'ہے']"
بھائی اگر آپ نہیں جانتے ہیں تو پھر ویڈیوز نہ بنائیں ہم حریف ہیں,negative,"['بھائی', 'اگر', 'آپ', 'نہیں', 'جانتے', 'ہیں', 'تو', 'پھر', 'ویڈیوز', 'نہ', 'بنائیں', 'ہم', 'حریف', 'ہیں']"
برطانوی راج ان کے سوتیلے باپ ہیں,negative,"['برطانوی', 'راج', 'ان', 'کے', 'سوتیلے', 'باپ', 'ہیں']"
پاکستان بیٹا ہندوستان برو,negative,"['پاکستان', 'بیٹا', 'ہندوستان', 'برو']"
سب سے بڑا فرق پاکستان ہندوستان کا برا بیٹا ہے,negative,"['سب', 'سے', 'بڑا', 'فرق', 'پاکستان', 'ہندوستان', 'کا', 'برا', 'بیٹا', 'ہے']"
میں شرط لگاتا ہوں کہ آپ نے ان کھیلوں پر سائیڈ بیٹنگ کے بارے میں کبھی سوچا بھی نہیں تھا یہ کچھ ممالک کے پورے جی ڈی پی سے زیادہ ہے۔,negative,"['میں', 'شرط', 'لگاتا', 'ہوں', 'کہ', 'آپ', 'نے', 'ان', 'کھیلوں', 'پر', 'سائیڈ', 'بیٹنگ', 'کے', 'بارے', 'میں', 'کبھی', 'سوچا', 'بھی', 'نہیں', 'تھا', 'یہ', 'کچھ', 'ممالک', 'کے', 'پورے', 'جی', 'ڈی', 'پی', 'سے', 'زیادہ', 'ہے۔']"
جب امریکیوں کو احساس ہوتا ہے کہ ہمارے علاوہ کچھ ممالک ہیں,negative,"['جب', 'امریکیوں', 'کو', 'احساس', 'ہوتا', 'ہے', 'کہ', 'ہمارے', 'علاوہ', 'کچھ', 'ممالک', 'ہیں']"
افسوس کی بات یہ ہے کہ جو لوگ انسانیت رکھتے ہیں وہ ایک ساتھ رہنے کی کوشش کر رہے ہیں لیکن قائدین اپنی خواہشات اور خیالات کے لئے وہ نہیں چاہتے ہیں کہ وہ ایک ساتھ رہیں۔,negative,"['افسوس', 'کی', 'بات', 'یہ', 'ہے', 'کہ', 'جو', 'لوگ', 'انسانیت', 'رکھتے', 'ہیں', 'وہ', 'ایک', 'ساتھ', 'رہنے', 'کی', 'کوشش', 'کر', 'رہے', 'ہیں', 'لیکن', 'قائدین', 'اپنی', 'خواہشات', 'اور', 'خیالات', 'کے', 'لئے', 'وہ', 'نہیں', 'چاہتے', 'ہیں', 'کہ', 'وہ', 'ایک', 'ساتھ', 'رہیں۔']"
حقیقت بہت تکلیف دہ ہے,negative,"['حقیقت', 'بہت', 'تکلیف', 'دہ', 'ہے']"
یہ ہندوستان یوٹیوب پر درکار بدترین میچ ہے,negative,"['یہ', 'ہندوستان', 'یوٹیوب', 'پر', 'درکار', 'بدترین', 'میچ', 'ہے']"
یہ ہندوستان کے لئے تباہ کن دورہ تھا,negative,"['یہ', 'ہندوستان', 'کے', 'لئے', 'تباہ', 'کن', 'دورہ', 'تھا']"
آپ پاکستان ٹیم میں اعتماد اور جارحیت کو آج کے خود غرض کمزور ذہنیت کے کھلاڑیوں کے برعکس دیکھ سکتے ہیں,negative,"['آپ', 'پاکستان', 'ٹیم', 'میں', 'اعتماد', 'اور', 'جارحیت', 'کو', 'آج', 'کے', 'خود', 'غرض', 'کمزور', 'ذہنیت', 'کے', 'کھلاڑیوں', 'کے', 'برعکس', 'دیکھ', 'سکتے', 'ہیں']"
ہندوستان یہاں بھی آخری گیند پر اپنی حیثیت دکھا رہا تھا کھوڈا کو کچھ اور قبولیت ملی۔,negative,"['ہندوستان', 'یہاں', 'بھی', 'آخری', 'گیند', 'پر', 'اپنی', 'حیثیت', 'دکھا', 'رہا', 'تھا', 'کھوڈا', 'کو', 'کچھ', 'اور', 'قبولیت', 'ملی۔']"
شرمناک شکست کے بعد تندولکر کو ون ڈے کپتانی سے برخاست کردیا گیا۔,negative,"['شرمناک', 'شکست', 'کے', 'بعد', 'تندولکر', 'کو', 'ون', 'ڈے', 'کپتانی', 'سے', 'برخاست', 'کردیا', 'گیا۔']"
مجھے لگتا ہے کہ مکمل طور پر غلط کپتانی,negative,"['مجھے', 'لگتا', 'ہے', 'کہ', 'مکمل', 'طور', 'پر', 'غلط', 'کپتانی']"
یہ برے وقت تھے اب ہمارے ساتھ کھیلیں,negative,"['یہ', 'برے', 'وقت', 'تھے', 'اب', 'ہمارے', 'ساتھ', 'کھیلیں']"
گنگولی اپنی بیٹنگ کی پوزیشن کو کم کرکے سچنز کیریئر کو برباد کرنے کی کوشش کر رہی تھی,negative,"['گنگولی', 'اپنی', 'بیٹنگ', 'کی', 'پوزیشن', 'کو', 'کم', 'کرکے', 'سچنز', 'کیریئر', 'کو', 'برباد', 'کرنے', 'کی', 'کوشش', 'کر', 'رہی', 'تھی']"
ہندوستان جبر ہارنے لگتا ہے,negative,"['ہندوستان', 'جبر', 'ہارنے', 'لگتا', 'ہے']"
ہندوستانی کیپر ایک کمینے تھا,negative,"['ہندوستانی', 'کیپر', 'ایک', 'کمینے', 'تھا']"
یہ وہ وقت بھی تھا جب ہندوستان کی بولنگ اور فیلڈنگ بہت خراب تھی جس کی وجہ سے ہندوستان ہر بار ہار گیا تھا…,negative,"['یہ', 'وہ', 'وقت', 'بھی', 'تھا', 'جب', 'ہندوستان', 'کی', 'بولنگ', 'اور', 'فیلڈنگ', 'بہت', 'خراب', 'تھی', 'جس', 'کی', 'وجہ', 'سے', 'ہندوستان', 'ہر', 'بار', 'ہار', 'گیا', 'تھا…']"
آر ایس ایس ڈاگس سازشی جوا جھوٹ ہے اور اس نے کرکٹ کی زندگی ختم کردی ہے,negative,"['آر', 'ایس', 'ایس', 'ڈاگس', 'سازشی', 'جوا', 'جھوٹ', 'ہے', 'اور', 'اس', 'نے', 'کرکٹ', 'کی', 'زندگی', 'ختم', 'کردی', 'ہے']"
یوراج اور انور دونوں اپنی جان سے ہاتھ دھو بیٹھے,negative,"['یوراج', 'اور', 'انور', 'دونوں', 'اپنی', 'جان', 'سے', 'ہاتھ', 'دھو', 'بیٹھے']"
ہندوستانی بولر اسکول کلاس بولر کی طرح تھے,negative,"['ہندوستانی', 'بولر', 'اسکول', 'کلاس', 'بولر', 'کی', 'طرح', 'تھے']"
اسٹیو نے جان بوجھ کر سدھو کو زخمی کیا,negative,"['اسٹیو', 'نے', 'جان', 'بوجھ', 'کر', 'سدھو', 'کو', 'زخمی', 'کیا']"
تمام وجوہات جیسے لوگ یہ بتا رہے ہیں کہ پاکستان کیسے ہار گیا۔اور اس کمینے سوہاب ملک کو اگلی آئیکیس میں نہ لائیں,negative,"['تمام', 'وجوہات', 'جیسے', 'لوگ', 'یہ', 'بتا', 'رہے', 'ہیں', 'کہ', 'پاکستان', 'کیسے', 'ہار', 'گیا۔اور', 'اس', 'کمینے', 'سوہاب', 'ملک', 'کو', 'اگلی', 'آئیکیس', 'میں', 'نہ', 'لائیں']"
